agency_cd,site_no,datetime,tz_cd,depth,cd
USGS,03062445,2015-10-13 07:45,EDT,9.53,P
USGS,03062445,2015-10-13 08:00,EDT,9.52,P
USGS,03062445,2015-10-13 08:15,EDT,9.51,P
USGS,03062445,2015-10-13 08:30,EDT,9.51,P
USGS,03062445,2015-10-13 08:45,EDT,9.50,P
USGS,03062445,2015-10-13 09:00,EDT,9.49,P
USGS,03062445,2015-10-13 09:15,EDT,9.49,P
USGS,03062445,2015-10-13 09:30,EDT,9.48,P
USGS,03062445,2015-10-13 09:45,EDT,9.47,P
USGS,03062445,2015-10-13 10:00,EDT,9.47,P
USGS,03062445,2015-10-13 10:15,EDT,9.45,P
USGS,03062445,2015-10-13 10:30,EDT,9.45,P
USGS,03062445,2015-10-13 10:45,EDT,9.45,P
USGS,03062445,2015-10-13 11:00,EDT,9.41,P
USGS,03062445,2015-10-13 11:15,EDT,9.43,P
USGS,03062445,2015-10-13 11:30,EDT,9.43,P
USGS,03062445,2015-10-13 11:45,EDT,9.41,P
USGS,03062445,2015-10-13 12:00,EDT,9.39,P
USGS,03062445,2015-10-13 12:15,EDT,9.41,P
USGS,03062445,2015-10-13 12:30,EDT,9.37,P
USGS,03062445,2015-10-13 12:45,EDT,9.37,P
USGS,03062445,2015-10-13 13:00,EDT,9.38,P
USGS,03062445,2015-10-13 13:15,EDT,9.35,P
USGS,03062445,2015-10-13 13:30,EDT,9.35,P
USGS,03062445,2015-10-13 13:45,EDT,9.35,P
USGS,03062445,2015-10-13 14:00,EDT,9.33,P
USGS,03062445,2015-10-13 14:15,EDT,9.31,P
USGS,03062445,2015-10-13 14:30,EDT,9.35,P
USGS,03062445,2015-10-13 14:45,EDT,9.33,P
USGS,03062445,2015-10-13 15:00,EDT,9.25,P
USGS,03062445,2015-10-13 15:15,EDT,9.30,P
USGS,03062445,2015-10-13 15:30,EDT,9.28,P
USGS,03062445,2015-10-13 15:45,EDT,9.21,P
USGS,03062445,2015-10-13 16:00,EDT,9.27,P
USGS,03062445,2015-10-13 16:15,EDT,9.21,P
USGS,03062445,2015-10-13 16:30,EDT,9.17,P
USGS,03062445,2015-10-13 16:45,EDT,9.23,P
USGS,03062445,2015-10-13 17:00,EDT,9.17,P
USGS,03062445,2015-10-13 17:15,EDT,9.15,P
USGS,03062445,2015-10-13 17:30,EDT,9.19,P
USGS,03062445,2015-10-13 17:45,EDT,9.15,P
USGS,03062445,2015-10-13 18:00,EDT,9.12,P
USGS,03062445,2015-10-13 18:15,EDT,9.13,P
USGS,03062445,2015-10-13 18:30,EDT,9.11,P
USGS,03062445,2015-10-13 18:45,EDT,9.08,P
USGS,03062445,2015-10-13 19:00,EDT,9.09,P
USGS,03062445,2015-10-13 19:15,EDT,9.08,P
USGS,03062445,2015-10-13 19:30,EDT,9.07,P
USGS,03062445,2015-10-13 19:45,EDT,9.07,P
USGS,03062445,2015-10-13 20:00,EDT,9.07,P
USGS,03062445,2015-10-13 20:15,EDT,9.07,P
USGS,03062445,2015-10-13 20:30,EDT,9.07,P
USGS,03062445,2015-10-13 20:45,EDT,9.11,P
USGS,03062445,2015-10-13 21:00,EDT,9.10,P
USGS,03062445,2015-10-13 21:15,EDT,9.11,P
USGS,03062445,2015-10-13 21:30,EDT,9.17,P
USGS,03062445,2015-10-13 21:45,EDT,9.17,P
USGS,03062445,2015-10-13 22:00,EDT,9.19,P
USGS,03062445,2015-10-13 22:15,EDT,9.24,P
USGS,03062445,2015-10-13 22:30,EDT,9.27,P
USGS,03062445,2015-10-13 22:45,EDT,9.29,P
USGS,03062445,2015-10-13 23:00,EDT,9.33,P
USGS,03062445,2015-10-13 23:15,EDT,9.37,P
USGS,03062445,2015-10-13 23:30,EDT,9.37,P
USGS,03062445,2015-10-13 23:45,EDT,9.41,P
USGS,03062445,2015-10-14 00:00,EDT,9.45,P
USGS,03062445,2015-10-14 00:15,EDT,9.45,P
USGS,03062445,2015-10-14 00:30,EDT,9.51,P
USGS,03062445,2015-10-14 00:45,EDT,9.55,P
USGS,03062445,2015-10-14 01:00,EDT,9.55,P
USGS,03062445,2015-10-14 01:15,EDT,9.59,P
USGS,03062445,2015-10-14 01:30,EDT,9.61,P
USGS,03062445,2015-10-14 01:45,EDT,9.63,P
USGS,03062445,2015-10-14 02:00,EDT,9.65,P
USGS,03062445,2015-10-14 02:15,EDT,9.68,P
USGS,03062445,2015-10-14 02:30,EDT,9.69,P
USGS,03062445,2015-10-14 02:45,EDT,9.71,P
USGS,03062445,2015-10-14 03:00,EDT,9.72,P
USGS,03062445,2015-10-14 03:15,EDT,9.73,P
USGS,03062445,2015-10-14 03:30,EDT,9.75,P
USGS,03062445,2015-10-14 03:45,EDT,9.73,P
USGS,03062445,2015-10-14 04:00,EDT,9.75,P
USGS,03062445,2015-10-14 04:15,EDT,9.77,P
USGS,03062445,2015-10-14 04:30,EDT,9.76,P
USGS,03062445,2015-10-14 04:45,EDT,9.77,P
USGS,03062445,2015-10-14 05:00,EDT,9.77,P
USGS,03062445,2015-10-14 05:15,EDT,9.76,P
USGS,03062445,2015-10-14 05:30,EDT,9.77,P
USGS,03062445,2015-10-14 05:45,EDT,9.73,P
USGS,03062445,2015-10-14 06:00,EDT,9.75,P
USGS,03062445,2015-10-14 06:15,EDT,9.75,P
USGS,03062445,2015-10-14 06:30,EDT,9.72,P
USGS,03062445,2015-10-14 06:45,EDT,9.73,P
USGS,03062445,2015-10-14 07:00,EDT,9.71,P
USGS,03062445,2015-10-14 07:15,EDT,9.69,P
USGS,03062445,2015-10-14 07:30,EDT,9.71,P
USGS,03062445,2015-10-14 07:45,EDT,9.69,P
USGS,03062445,2015-10-14 08:00,EDT,9.69,P
USGS,03062445,2015-10-14 08:15,EDT,9.68,P
USGS,03062445,2015-10-14 08:30,EDT,9.67,P
USGS,03062445,2015-10-14 08:45,EDT,9.67,P
USGS,03062445,2015-10-14 09:00,EDT,9.66,P
USGS,03062445,2015-10-14 09:15,EDT,9.65,P
USGS,03062445,2015-10-14 09:30,EDT,9.65,P
USGS,03062445,2015-10-14 09:45,EDT,9.64,P
USGS,03062445,2015-10-14 10:00,EDT,9.63,P
USGS,03062445,2015-10-14 10:15,EDT,9.61,P
USGS,03062445,2015-10-14 10:30,EDT,9.61,P
USGS,03062445,2015-10-14 10:45,EDT,9.60,P
USGS,03062445,2015-10-14 11:00,EDT,9.57,P
USGS,03062445,2015-10-14 11:15,EDT,9.58,P
USGS,03062445,2015-10-14 11:30,EDT,9.56,P
USGS,03062445,2015-10-14 11:45,EDT,9.55,P
USGS,03062445,2015-10-14 12:00,EDT,9.55,P
USGS,03062445,2015-10-14 12:15,EDT,9.53,P
USGS,03062445,2015-10-14 12:30,EDT,9.51,P
USGS,03062445,2015-10-14 12:45,EDT,9.51,P
USGS,03062445,2015-10-14 13:00,EDT,9.51,P
USGS,03062445,2015-10-14 13:15,EDT,9.49,P
USGS,03062445,2015-10-14 13:30,EDT,9.48,P
USGS,03062445,2015-10-14 13:45,EDT,9.48,P
USGS,03062445,2015-10-14 14:00,EDT,9.45,P
USGS,03062445,2015-10-14 14:15,EDT,9.45,P
USGS,03062445,2015-10-14 14:30,EDT,9.43,P
USGS,03062445,2015-10-14 14:45,EDT,9.41,P
USGS,03062445,2015-10-14 15:00,EDT,9.42,P
USGS,03062445,2015-10-14 15:15,EDT,9.41,P
USGS,03062445,2015-10-14 15:30,EDT,9.35,P
USGS,03062445,2015-10-14 15:45,EDT,9.37,P
USGS,03062445,2015-10-14 16:00,EDT,9.37,P
USGS,03062445,2015-10-14 16:15,EDT,9.31,P
USGS,03062445,2015-10-14 16:30,EDT,9.33,P
USGS,03062445,2015-10-14 16:45,EDT,9.31,P
USGS,03062445,2015-10-14 17:00,EDT,9.27,P
USGS,03062445,2015-10-14 17:15,EDT,9.27,P
USGS,03062445,2015-10-14 17:30,EDT,9.25,P
USGS,03062445,2015-10-14 17:45,EDT,9.22,P
USGS,03062445,2015-10-14 18:00,EDT,9.24,P
USGS,03062445,2015-10-14 18:15,EDT,9.23,P
USGS,03062445,2015-10-14 18:30,EDT,9.21,P
USGS,03062445,2015-10-14 18:45,EDT,9.22,P
USGS,03062445,2015-10-14 19:00,EDT,9.21,P
USGS,03062445,2015-10-14 19:15,EDT,9.21,P
USGS,03062445,2015-10-14 19:30,EDT,9.21,P
USGS,03062445,2015-10-14 19:45,EDT,9.21,P
USGS,03062445,2015-10-14 20:00,EDT,9.21,P
USGS,03062445,2015-10-14 20:15,EDT,9.22,P
USGS,03062445,2015-10-14 20:30,EDT,9.23,P
USGS,03062445,2015-10-14 20:45,EDT,9.21,P
USGS,03062445,2015-10-14 21:00,EDT,9.27,P
USGS,03062445,2015-10-14 21:15,EDT,9.27,P
USGS,03062445,2015-10-14 21:30,EDT,9.27,P
USGS,03062445,2015-10-14 21:45,EDT,9.33,P
USGS,03062445,2015-10-14 22:00,EDT,9.32,P
USGS,03062445,2015-10-14 22:15,EDT,9.33,P
USGS,03062445,2015-10-14 22:30,EDT,9.35,P
USGS,03062445,2015-10-14 22:45,EDT,9.37,P
USGS,03062445,2015-10-14 23:00,EDT,9.33,P
USGS,03062445,2015-10-14 23:15,EDT,9.35,P
USGS,03062445,2015-10-14 23:30,EDT,9.35,P
USGS,03062445,2015-10-14 23:45,EDT,9.32,P
USGS,03062445,2015-10-15 00:00,EDT,9.35,P
USGS,03062445,2015-10-15 00:15,EDT,9.34,P
USGS,03062445,2015-10-15 00:30,EDT,9.32,P
USGS,03062445,2015-10-15 00:45,EDT,9.35,P
USGS,03062445,2015-10-15 01:00,EDT,9.33,P
USGS,03062445,2015-10-15 01:15,EDT,9.35,P
USGS,03062445,2015-10-15 01:30,EDT,9.36,P
USGS,03062445,2015-10-15 01:45,EDT,9.35,P
USGS,03062445,2015-10-15 02:00,EDT,9.37,P
USGS,03062445,2015-10-15 02:15,EDT,9.37,P
USGS,03062445,2015-10-15 02:30,EDT,9.39,P
USGS,03062445,2015-10-15 02:45,EDT,9.39,P
USGS,03062445,2015-10-15 03:00,EDT,9.41,P
USGS,03062445,2015-10-15 03:15,EDT,9.43,P
USGS,03062445,2015-10-15 03:30,EDT,9.43,P
USGS,03062445,2015-10-15 03:45,EDT,9.47,P
USGS,03062445,2015-10-15 04:00,EDT,9.48,P
USGS,03062445,2015-10-15 04:15,EDT,9.47,P
USGS,03062445,2015-10-15 04:30,EDT,9.51,P
USGS,03062445,2015-10-15 04:45,EDT,9.53,P
USGS,03062445,2015-10-15 05:00,EDT,9.52,P
USGS,03062445,2015-10-15 05:15,EDT,9.55,P
USGS,03062445,2015-10-15 05:30,EDT,9.57,P
USGS,03062445,2015-10-15 05:45,EDT,9.57,P
USGS,03062445,2015-10-15 06:00,EDT,9.59,P
USGS,03062445,2015-10-15 06:15,EDT,9.61,P
USGS,03062445,2015-10-15 06:30,EDT,9.61,P
USGS,03062445,2015-10-15 06:45,EDT,9.63,P
USGS,03062445,2015-10-15 07:00,EDT,9.64,P
USGS,03062445,2015-10-15 07:15,EDT,9.65,P
USGS,03062445,2015-10-15 07:30,EDT,9.67,P
USGS,03062445,2015-10-15 07:45,EDT,9.69,P
USGS,03062445,2015-10-15 08:00,EDT,9.69,P
USGS,03062445,2015-10-15 08:15,EDT,9.71,P
USGS,03062445,2015-10-15 08:30,EDT,9.73,P
USGS,03062445,2015-10-15 08:45,EDT,9.73,P
USGS,03062445,2015-10-15 09:00,EDT,9.75,P
USGS,03062445,2015-10-15 09:15,EDT,9.77,P
USGS,03062445,2015-10-15 09:30,EDT,9.77,P
USGS,03062445,2015-10-15 09:45,EDT,9.79,P
USGS,03062445,2015-10-15 10:00,EDT,9.81,P
USGS,03062445,2015-10-15 10:15,EDT,9.81,P
USGS,03062445,2015-10-15 10:30,EDT,9.83,P
USGS,03062445,2015-10-15 10:45,EDT,9.85,P
USGS,03062445,2015-10-15 11:00,EDT,9.79,P
USGS,03062445,2015-10-15 11:15,EDT,9.80,P
USGS,03062445,2015-10-15 11:30,EDT,9.80,P
USGS,03062445,2015-10-15 11:45,EDT,9.77,P
USGS,03062445,2015-10-15 12:00,EDT,9.75,P
USGS,03062445,2015-10-15 12:15,EDT,9.77,P
USGS,03062445,2015-10-15 12:30,EDT,9.73,P
USGS,03062445,2015-10-15 12:45,EDT,9.71,P
USGS,03062445,2015-10-15 13:00,EDT,9.75,P
USGS,03062445,2015-10-15 13:15,EDT,9.69,P
USGS,03062445,2015-10-15 13:30,EDT,9.68,P
USGS,03062445,2015-10-15 13:45,EDT,9.71,P
USGS,03062445,2015-10-15 14:00,EDT,9.65,P
USGS,03062445,2015-10-15 14:15,EDT,9.60,P
USGS,03062445,2015-10-15 14:30,EDT,9.67,P
USGS,03062445,2015-10-15 14:45,EDT,9.61,P
USGS,03062445,2015-10-15 15:00,EDT,9.49,P
USGS,03062445,2015-10-15 15:15,EDT,9.65,P
USGS,03062445,2015-10-15 15:30,EDT,9.53,P
USGS,03062445,2015-10-15 15:45,EDT,9.45,P
USGS,03062445,2015-10-15 16:00,EDT,9.63,P
USGS,03062445,2015-10-15 16:15,EDT,9.43,P
USGS,03062445,2015-10-15 16:30,EDT,9.43,P
USGS,03062445,2015-10-15 16:45,EDT,9.57,P
USGS,03062445,2015-10-15 17:00,EDT,9.39,P
USGS,03062445,2015-10-15 17:15,EDT,9.41,P
USGS,03062445,2015-10-15 17:30,EDT,9.49,P
USGS,03062445,2015-10-15 17:45,EDT,9.37,P
USGS,03062445,2015-10-15 18:00,EDT,9.39,P
USGS,03062445,2015-10-15 18:15,EDT,9.43,P
USGS,03062445,2015-10-15 18:30,EDT,9.37,P
USGS,03062445,2015-10-15 18:45,EDT,9.37,P
USGS,03062445,2015-10-15 19:00,EDT,9.39,P
USGS,03062445,2015-10-15 19:15,EDT,9.38,P
USGS,03062445,2015-10-15 19:30,EDT,9.35,P
USGS,03062445,2015-10-15 19:45,EDT,9.40,P
USGS,03062445,2015-10-15 20:00,EDT,9.37,P
USGS,03062445,2015-10-15 20:15,EDT,9.33,P
USGS,03062445,2015-10-15 20:30,EDT,9.41,P
USGS,03062445,2015-10-15 20:45,EDT,9.35,P
USGS,03062445,2015-10-15 21:00,EDT,9.33,P
USGS,03062445,2015-10-15 21:15,EDT,9.41,P
USGS,03062445,2015-10-15 21:30,EDT,9.33,P
USGS,03062445,2015-10-15 21:45,EDT,9.33,P
USGS,03062445,2015-10-15 22:00,EDT,9.41,P
USGS,03062445,2015-10-15 22:15,EDT,9.35,P
USGS,03062445,2015-10-15 22:30,EDT,9.37,P
USGS,03062445,2015-10-15 22:45,EDT,9.42,P
USGS,03062445,2015-10-15 23:00,EDT,9.37,P
USGS,03062445,2015-10-15 23:15,EDT,9.36,P
USGS,03062445,2015-10-15 23:30,EDT,9.40,P
USGS,03062445,2015-10-15 23:45,EDT,9.37,P
USGS,03062445,2015-10-16 00:00,EDT,9.34,P
USGS,03062445,2015-10-16 00:15,EDT,9.39,P
USGS,03062445,2015-10-16 00:30,EDT,9.37,P
USGS,03062445,2015-10-16 00:45,EDT,9.33,P
USGS,03062445,2015-10-16 01:00,EDT,9.39,P
USGS,03062445,2015-10-16 01:15,EDT,9.35,P
USGS,03062445,2015-10-16 01:30,EDT,9.32,P
USGS,03062445,2015-10-16 01:45,EDT,9.37,P
USGS,03062445,2015-10-16 02:00,EDT,9.33,P
USGS,03062445,2015-10-16 02:15,EDT,9.31,P
USGS,03062445,2015-10-16 02:30,EDT,9.35,P
USGS,03062445,2015-10-16 02:45,EDT,9.29,P
USGS,03062445,2015-10-16 03:00,EDT,9.31,P
USGS,03062445,2015-10-16 03:15,EDT,9.33,P
USGS,03062445,2015-10-16 03:30,EDT,9.30,P
USGS,03062445,2015-10-16 03:45,EDT,9.32,P
USGS,03062445,2015-10-16 04:00,EDT,9.33,P
USGS,03062445,2015-10-16 04:15,EDT,9.31,P
USGS,03062445,2015-10-16 04:30,EDT,9.31,P
USGS,03062445,2015-10-16 04:45,EDT,9.31,P
USGS,03062445,2015-10-16 05:00,EDT,9.31,P
USGS,03062445,2015-10-16 05:15,EDT,9.29,P
USGS,03062445,2015-10-16 05:30,EDT,9.31,P
USGS,03062445,2015-10-16 05:45,EDT,9.31,P
USGS,03062445,2015-10-16 06:00,EDT,9.29,P
USGS,03062445,2015-10-16 06:15,EDT,9.32,P
USGS,03062445,2015-10-16 06:30,EDT,9.31,P
USGS,03062445,2015-10-16 06:45,EDT,9.31,P
USGS,03062445,2015-10-16 07:00,EDT,9.33,P
USGS,03062445,2015-10-16 07:15,EDT,9.31,P
USGS,03062445,2015-10-16 07:30,EDT,9.31,P
USGS,03062445,2015-10-16 07:45,EDT,9.33,P
USGS,03062445,2015-10-16 08:00,EDT,9.33,P
USGS,03062445,2015-10-16 08:15,EDT,9.33,P
USGS,03062445,2015-10-16 08:30,EDT,9.35,P
USGS,03062445,2015-10-16 08:45,EDT,9.33,P
USGS,03062445,2015-10-16 09:00,EDT,9.35,P
USGS,03062445,2015-10-16 09:15,EDT,9.35,P
USGS,03062445,2015-10-16 09:30,EDT,9.35,P
USGS,03062445,2015-10-16 09:45,EDT,9.35,P
USGS,03062445,2015-10-16 10:00,EDT,9.36,P
USGS,03062445,2015-10-16 10:15,EDT,9.37,P
USGS,03062445,2015-10-16 10:30,EDT,9.37,P
USGS,03062445,2015-10-16 10:45,EDT,9.37,P
USGS,03062445,2015-10-16 11:00,EDT,9.37,P
USGS,03062445,2015-10-16 11:15,EDT,9.37,P
USGS,03062445,2015-10-16 11:30,EDT,9.38,P
USGS,03062445,2015-10-16 11:45,EDT,9.38,P
USGS,03062445,2015-10-16 12:00,EDT,9.37,P
USGS,03062445,2015-10-16 12:15,EDT,9.39,P
USGS,03062445,2015-10-16 12:30,EDT,9.39,P
USGS,03062445,2015-10-16 12:45,EDT,9.40,P
USGS,03062445,2015-10-16 13:00,EDT,9.40,P
USGS,03062445,2015-10-16 13:15,EDT,9.39,P
USGS,03062445,2015-10-16 13:30,EDT,9.41,P
USGS,03062445,2015-10-16 13:45,EDT,9.40,P
USGS,03062445,2015-10-16 14:00,EDT,9.41,P
USGS,03062445,2015-10-16 14:15,EDT,9.41,P
USGS,03062445,2015-10-16 14:30,EDT,9.41,P
USGS,03062445,2015-10-16 14:45,EDT,9.43,P
USGS,03062445,2015-10-16 15:00,EDT,9.42,P
USGS,03062445,2015-10-16 15:15,EDT,9.43,P
USGS,03062445,2015-10-16 15:30,EDT,9.44,P
USGS,03062445,2015-10-16 15:45,EDT,9.43,P
USGS,03062445,2015-10-16 16:00,EDT,9.44,P
USGS,03062445,2015-10-16 16:15,EDT,9.45,P
USGS,03062445,2015-10-16 16:30,EDT,9.44,P
USGS,03062445,2015-10-16 16:45,EDT,9.45,P
USGS,03062445,2015-10-16 17:00,EDT,9.45,P
USGS,03062445,2015-10-16 17:15,EDT,9.45,P
USGS,03062445,2015-10-16 17:30,EDT,9.47,P
USGS,03062445,2015-10-16 17:45,EDT,9.46,P
USGS,03062445,2015-10-16 18:00,EDT,9.46,P
USGS,03062445,2015-10-16 18:15,EDT,9.47,P
USGS,03062445,2015-10-16 18:30,EDT,9.47,P
USGS,03062445,2015-10-16 18:45,EDT,9.47,P
USGS,03062445,2015-10-16 19:00,EDT,9.47,P
USGS,03062445,2015-10-16 19:15,EDT,9.49,P
USGS,03062445,2015-10-16 19:30,EDT,9.49,P
USGS,03062445,2015-10-16 19:45,EDT,9.51,P
USGS,03062445,2015-10-16 20:00,EDT,9.51,P
USGS,03062445,2015-10-16 20:15,EDT,9.52,P
USGS,03062445,2015-10-16 20:30,EDT,9.53,P
USGS,03062445,2015-10-16 20:45,EDT,9.53,P
USGS,03062445,2015-10-16 21:00,EDT,9.53,P
USGS,03062445,2015-10-16 21:15,EDT,9.54,P
USGS,03062445,2015-10-16 21:30,EDT,9.55,P
USGS,03062445,2015-10-16 21:45,EDT,9.56,P
USGS,03062445,2015-10-16 22:00,EDT,9.58,P
USGS,03062445,2015-10-16 22:15,EDT,9.57,P
USGS,03062445,2015-10-16 22:30,EDT,9.59,P
USGS,03062445,2015-10-16 22:45,EDT,9.61,P
USGS,03062445,2015-10-16 23:00,EDT,9.60,P
USGS,03062445,2015-10-16 23:15,EDT,9.63,P
USGS,03062445,2015-10-16 23:30,EDT,9.63,P
